# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,134.91312616295417,0.0,0.7419329703801041,1.3478306530678696,0.0,0.0
 0.08069031948622203,0.016277319146971454,0.20172579871555504,2.4999999999999996,134.91312616295417,0.0,0.7419329703801041,1.3478306530678696,0.0,0.0
 0.1139571845145429,0.03246559975620394,0.48661876000191234,8.563865607529332,135.60318061593324,0.0,0.7483340166150619,1.3363016751841623,20.742996143207627,623.5332402241277
 0.13938111891753877,0.04856774077676271,0.6333457585802043,5.7712152750442165,136.29543303383466,0.0,0.7544109687682872,1.3255374608784938,27.228374921382514,255.08950248906683
 0.16073160819129795,0.0645866246794023,0.7502818177720917,5.476973276467612,136.98964593757822,0.0,0.7601511675116188,1.3155278091245122,32.515081731489325,247.6152533236996
 0.1794715754842416,0.08052511601698958,0.8505079591888487,5.348255941433584,137.68557724697112,0.0,0.7655426229803081,1.3062629956604295,37.13620725768045,246.59197393216166
 0.19635280489932233,0.09638605997957836,0.9395609509589107,5.275266959556108,138.38298071294258,0.0,0.7705740745782591,1.2977337714707147,41.31236231813997,247.3845333047117
 0.21182283252541015,0.11217228094771989,1.0204390935618304,5.228054180493587,139.08160636985568,0.0,0.7752350476699608,1.2899313608248113,45.159948889488625,248.7123271105406
 0.2261738986245681,0.127886581047591,1.0949918278749449,5.194926550961176,139.78120100586892,0.0,0.7795159063275988,1.2828474594073782,48.74861778068938,250.06287800537203
 0.23960946451393267,0.14353173871163388,1.1644584078462517,5.170350139572142,140.48150864927132,0.0,0.7834079018012876,1.276474232262277,52.12341997122174,251.184223896651
 0.25227802698482615,0.15911050724839165,1.2297187287468958,5.151359599842704,141.1822710683784,0.0,0.7869032161799431,1.2708043116846628,55.31506993923986,251.93465914945435
 0.2642919699311811,0.1746256134252608,1.2914249922900194,5.136220791013947,141.88322828258524,0.0,0.7899950008267064,1.2658307950727912,58.34530905771392,252.22686107340365
 0.27573883010402694,0.19007975606784355,1.3500770000880182,5.123851162009705,142.58411908203087,0.0,0.7926774092100597,1.2615472427762853,61.229960780711494,252.00375294532938
 0.2866884055413178,0.20547560467955772,1.4060680891133626,5.1135397300114525,143.2846815531853,0.0,0.7949456240020984,1.2579476756731731,63.980788585510915,251.22689190586718
 0.29719744149983485,0.22081579808511936,1.459714617602882,5.104800164475747,143.98465360778275,0.0,0.7967958777873885,1.2550265731505619,66.60668565228234,249.87040458675708
 0.3073128328602049,0.23610294310141056,1.5112756859001013,5.097288524023375,144.68377351219166,0.0,0.7982254677847913,1.2527788705804723,69.11446917891183,247.91759777624245
 0.3170738798697587,0.25133961323915543,1.5609667818249082,5.090754698360815,145.38178041473347,0.0,0.7992327638338135,1.2511999573229866,71.50942945552875,245.35895322220998
 0.32651391850192335,0.26652834743870163,1.6089694959292087,5.085012463904849,146.07841486798762,0.0,0.7998172102078461,1.250285674323178,73.79572058959046,242.1908662822348
 0.3356615252560746,0.2816716488430861,1.6554386093949975,5.079920323936173,146.77341934364438,0.0,0.7999793207852138,1.2500323121083396,75.97664551346831,238.41480974115163
 0.3445414248599802,0.2967719836113635,1.7005073752901376,5.075368856120616,147.46653873715263,0.0,0.7997206680152338,1.2504366086746568,78.05486823334994,234.03673606485123
 0.353175185863927,0.31183177977504845,1.7442915268097634,5.071272125741083,148.15752085977974,0.0,0.7990438656418971,1.25149574760413,80.03257471584519,229.06662364074822
 0.3615817617857902,0.32685342614028984,1.7868923691242904,5.067561717218749,148.84611691562156,0.0,0.7979525455117596,1.2532073562828965,81.91159661699653,223.51810280622365
 0.36977791780377367,0.34183927123823593,1.8283991989739035,5.0641824970805285,149.53208196139192,0.0,0.7964513287241903,1.2555695042933355,83.69350757419438,217.4081305050918
 0.37777857129582376,0.35679162232578443,1.8688912227489933,5.0610895491630865,150.21517534686697,0.0,0.7945457914864178,1.2585807019746758,85.37969881507738,210.75668913276817
 0.38559706660643916,0.3717127444387266,1.9084390947556513,5.05824592015329,150.89516113411665,0.0,0.7922424259619156,1.2622398993412045,86.97143890672118,203.58649949980312
 0.3932453989554365,0.3866048594990509,1.9471061639046878,5.055620935994723,151.57180849378406,0.0,0.7895485966501825,1.2665464852229484,88.46992112680852,195.92273867175552
 0.400734398562398,0.40147014547791704,1.9849494937945877,5.053188927226271,152.2448920768533,0.0,0.7864724928384161,1.27150028654016,89.87630102738525,187.79275929850505
 0.4080738833180075,0.4163107356155969,2.0220207047010197,5.050928251891103,152.91419236074046,0.0,0.7830230772357235,1.2771015683602351,91.19172614612059,179.22581251088255
 0.4152727863462317,0.43112871769940747,2.058366674160598,5.0488205379457325,153.5794959683776,0.0,0.77921003197092,1.2833510337009109,92.41735928776058,170.25276446074184
 0.42233926334189587,0.44592613340043813,2.0940301242203234,5.04685008974173,154.24059595970564,0.0,0.7750437016271959,1.2902498244944263,93.55439658739041,160.9058234149065
 0.4292807834830806,0.46070497766961876,2.1290501170624463,5.04500341853737,154.8972920946236,0.0,0.7705350346445148,1.2977995224595447,94.60408117549301,151.21825864549703
 0.4361042069017242,0.4754671981934546,2.1634624759620067,5.043268867872928,155.54939106712868,0.0,0.76569552315899,1.3060021506647346,95.56771322784383,141.2241324080642
 0.44281585107559096,0.49021469490949987,2.197300144943291,5.041636312163046,156.19670671044236,0.0,0.7605371417909443,1.3148601758556573,96.44665696583532,130.95803579901525
